gene	transcript	obs_mis	exp_mis	oe_mis	mu_mis	possible_mis	obs_mis_pphen	exp_mis_pphen	oe_mis_pphen	possible_mis_pphen	obs_syn	exp_syn	oe_syn	mu_syn	possible_syn	obs_lof	mu_lof	possible_lof	exp_lof	pLI	pNull	pRec	oe_lof	oe_syn_lower	oe_syn_upper	oe_mis_lower	oe_mis_upper	oe_lof_lower	oe_lof_upper	constraint_flag	syn_z	mis_z	lof_z	oe_lof_upper_rank	oe_lof_upper_bin	oe_lof_upper_bin_6	n_sites	classic_caf	max_af	no_lofs	obs_het_lof	obs_hom_lof	defined	p	exp_hom_lof	classic_caf_afr	classic_caf_amr	classic_caf_asj	classic_caf_eas	classic_caf_fin	classic_caf_nfe	classic_caf_oth	classic_caf_sas	p_afr	p_amr	p_asj	p_eas	p_fin	p_nfe	p_oth	p_sas	transcript_type	gene_id	transcript_level	cds_length	num_coding_exons	gene_type	gene_length	exac_pLI	exac_obs_lof	exac_exp_lof	exac_oe_lof	brain_expression	chromosome	start_position	end_position
CDK19	ENST00000368911	114	2.8255e+02	4.0347e-01	1.4547e-05	3311	20	1.0068e+02	1.9864e-01	1213	93	1.0432e+02	8.9150e-01	5.7246e-06	925	1	1.4264e-06	337	2.9024e+01	9.9982e-01	2.8953e-11	1.7937e-04	3.4454e-02	7.5300e-01	1.0590e+00	3.4600e-01	4.7100e-01	1.1000e-02	1.6300e-01		8.7108e-01	3.5632e+00	4.8203e+00	684	0	0	4	1.6398e-05	4.2024e-06	125660	3	0	125663	1.1937e-05	1.7905e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.5788e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.6385e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000155111	2	1506	13	protein_coding	205981	9.9802e-01	1	2.2316e+01	4.4811e-02	NA	6	110931181	111137161
TMEM63B	ENST00000259746	243	5.1140e+02	4.7516e-01	3.0930e-05	5448	56	1.9394e+02	2.8874e-01	2065	234	2.1287e+02	1.0993e+00	1.3556e-05	1635	3	2.3139e-06	525	4.6091e+01	9.9999e-01	6.4653e-16	8.2053e-06	6.5089e-02	9.8700e-01	1.2250e+00	4.2700e-01	5.2800e-01	2.9000e-02	1.6800e-01		-1.1386e+00	4.2176e+00	5.8816e+00	721	0	0	7	3.2463e-05	8.0502e-06	125735	8	0	125743	3.1811e-05	1.2725e-04	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.6253e-05	5.4204e-05	0.0000e+00	3.2886e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.6195e-05	5.2743e-05	0.0000e+00	3.2663e-05	protein_coding	ENSG00000137216	2	2496	23	protein_coding	28606	9.9984e-01	2	3.3545e+01	5.9621e-02	NA	6	44094651	44123256
PRPF4B	ENST00000337659	314	5.5079e+02	5.7009e-01	3.0037e-05	6657	79	1.0905e+02	7.2444e-01	1376	181	1.8699e+02	9.6797e-01	9.3414e-06	1855	4	3.9193e-06	611	5.3731e+01	1.0000e+00	6.8966e-18	2.4514e-06	7.4446e-02	8.5700e-01	1.0950e+00	5.1900e-01	6.2600e-01	3.6000e-02	1.7000e-01		3.4429e-01	3.5854e+00	6.2868e+00	749	0	0	4	2.2804e-05	9.8217e-06	125591	5	0	125596	1.9905e-05	4.9764e-05	0.0000e+00	4.7161e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.9141e-05	1.6399e-04	0.0000e+00	0.0000e+00	2.9001e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.6394e-05	1.6315e-04	0.0000e+00	protein_coding	ENSG00000112739	2	3021	15	protein_coding	43717	1.0000e+00	1	4.6114e+01	2.1685e-02	NA	6	4021501	4065217
HIVEP1	ENST00000379388	1409	1.4441e+03	9.7570e-01	7.7412e-05	17710	338	4.6448e+02	7.2770e-01	5735	587	5.7605e+02	1.0190e+00	3.4572e-05	5545	8	4.6288e-06	1074	8.3611e+01	1.0000e+00	1.6561e-25	2.5166e-08	9.5681e-02	9.5100e-01	1.0910e+00	9.3300e-01	1.0200e+00	5.5000e-02	1.7300e-01		-3.5848e-01	3.2818e-01	7.6625e+00	777	0	0	18	7.6264e-05	8.0439e-06	124789	19	0	124808	7.6120e-05	7.2317e-04	6.4574e-05	5.7954e-05	1.9877e-04	1.1126e-04	0.0000e+00	8.8497e-05	0.0000e+00	6.5939e-05	6.4527e-05	5.7922e-05	1.9859e-04	1.1125e-04	0.0000e+00	8.8259e-05	0.0000e+00	6.5357e-05	protein_coding	ENSG00000095951	2	8154	8	protein_coding	156238	9.9999e-01	5	5.3384e+01	9.3662e-02	NA	6	12008995	12165232
NUP153	ENST00000262077	815	7.5611e+02	1.0779e+00	3.6217e-05	9528	207	2.3363e+02	8.8603e-01	2959	316	2.7828e+02	1.1356e+00	1.3892e-05	3058	5	3.1071e-06	767	6.0567e+01	1.0000e+00	1.5288e-19	9.8887e-07	8.2553e-02	1.0350e+00	1.2460e+00	1.0170e+00	1.1420e+00	4.2000e-02	1.7400e-01		-1.7776e+00	-7.6099e-01	6.6164e+00	794	0	0	7	3.6849e-05	7.9552e-06	125740	7	0	125747	2.7834e-05	9.7421e-05	6.1516e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.2969e-05	2.1711e-04	3.2843e-05	6.1518e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.5160e-05	1.6288e-04	3.2663e-05	protein_coding	ENSG00000124789	2	4425	22	protein_coding	91388	9.9999e-01	2	4.2452e+01	4.7112e-02	NA	6	17615269	17706656
BAG6	ENST00000375964	485	6.8536e+02	7.0766e-01	4.0852e-05	7207	213	3.4023e+02	6.2604e-01	3706	240	2.6031e+02	9.2197e-01	1.4407e-05	2491	4	2.7612e-06	539	5.2550e+01	1.0000e+00	2.0211e-17	3.8117e-06	7.6118e-02	8.2900e-01	1.0260e+00	6.5600e-01	7.6300e-01	3.6000e-02	1.7400e-01		9.8958e-01	2.7197e+00	6.2062e+00	797	0	0	8	3.2340e-05	4.0940e-06	125740	8	0	125748	3.1810e-05	1.2724e-04	0.0000e+00	5.8175e-05	0.0000e+00	0.0000e+00	0.0000e+00	3.6359e-05	0.0000e+00	6.5342e-05	0.0000e+00	5.7819e-05	0.0000e+00	0.0000e+00	0.0000e+00	3.5159e-05	0.0000e+00	6.5327e-05	protein_coding	ENSG00000204463	3	3396	24	protein_coding	13678	9.9999e-01	2	4.0361e+01	4.9552e-02	NA	6	31606805	31620482
PPP2R5D	ENST00000485511	155	3.4591e+02	4.4809e-01	2.1529e-05	3981	35	1.2486e+02	2.8031e-01	1535	131	1.3482e+02	9.7164e-01	8.0028e-06	1141	2	1.9260e-06	408	3.5876e+01	9.9993e-01	6.3286e-13	7.1946e-05	5.5747e-02	8.4200e-01	1.1230e+00	3.9200e-01	5.1200e-01	2.2000e-02	1.7500e-01		2.5882e-01	3.6476e+00	5.2410e+00	801	0	0	3	1.1949e-05	3.9930e-06	125720	3	0	125723	1.1931e-05	1.7897e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.6433e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.6374e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000112640	2	1806	16	protein_coding	27844	9.9752e-01	2	2.6126e+01	7.6553e-02	NA	6	42952237	42980080
BRPF3	ENST00000357641	516	7.3821e+02	6.9898e-01	4.6693e-05	7867	177	3.4135e+02	5.1853e-01	3559	254	2.8972e+02	8.7672e-01	1.6381e-05	2446	3	2.1277e-06	545	4.3887e+01	9.9998e-01	4.8147e-15	1.8710e-05	6.8357e-02	7.9100e-01	9.7300e-01	6.4900e-01	7.5200e-01	3.0000e-02	1.7700e-01		1.6494e+00	2.9063e+00	5.7192e+00	832	0	0	5	2.4264e-05	7.9561e-06	125742	6	0	125748	2.3858e-05	7.1573e-05	0.0000e+00	8.9143e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.6433e-05	0.0000e+00	0.0000e+00	0.0000e+00	8.6729e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.6369e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000096070	1	3615	12	protein_coding	36047	9.9394e-01	3	2.8137e+01	1.0662e-01	NA	6	36164521	36200567
PNISR	ENST00000369239	355	4.5154e+02	7.8621e-01	2.4999e-05	5383	71	1.1674e+02	6.0819e-01	1337	146	1.3757e+02	1.0613e+00	6.6389e-06	1428	3	2.6596e-06	466	4.3617e+01	9.9998e-01	6.1566e-15	2.0697e-05	6.8780e-02	9.2700e-01	1.2180e+00	7.2000e-01	8.5800e-01	3.0000e-02	1.7800e-01		-5.6498e-01	1.6144e+00	5.6990e+00	838	0	0	11	7.8279e-05	2.0749e-05	125723	19	0	125742	7.5554e-05	7.1779e-04	0.0000e+00	5.9096e-05	0.0000e+00	2.2555e-04	4.6830e-05	8.2186e-05	1.6420e-04	6.9262e-05	0.0000e+00	5.7819e-05	0.0000e+00	2.1749e-04	4.6195e-05	7.9117e-05	1.6293e-04	6.5327e-05	protein_coding	ENSG00000132424	2	2415	10	protein_coding	27281	9.9909e-01	3	3.3207e+01	9.0343e-02	NA	6	99845927	99873207
DST	ENST00000244364	2223	2.5378e+03	8.7595e-01	1.3212e-04	34119	874	1.1278e+03	7.7496e-01	15377	912	9.2866e+02	9.8206e-01	4.8297e-05	9351	38	1.4641e-05	3460	2.7736e+02	1.0000e+00	1.2067e-70	2.6087e-18	1.3701e-01	9.2900e-01	1.0370e+00	8.4500e-01	9.0700e-01	1.0500e-01	1.8000e-01		4.2973e-01	2.2208e+00	1.3318e+01	858	0	0	57	6.1088e-04	2.5219e-04	125601	147	0	125748	5.8467e-04	4.2986e-02	1.2334e-04	7.8919e-04	1.9887e-04	8.9399e-04	1.8614e-04	7.4963e-04	3.4844e-04	5.0005e-04	1.2304e-04	6.9404e-04	1.9843e-04	8.1582e-04	1.8479e-04	7.3860e-04	3.2579e-04	4.5738e-04	protein_coding	ENSG00000151914	2	15513	84	protein_coding	496642	1.0000e+00	21	1.8018e+02	1.1655e-01	NA	6	56322785	56819426
RNF8	ENST00000373479	156	2.5245e+02	6.1794e-01	1.2115e-05	3201	51	9.5586e+01	5.3355e-01	1170	65	8.9639e+01	7.2513e-01	4.1574e-06	874	1	1.2660e-06	313	2.5943e+01	9.9943e-01	4.7899e-10	5.6748e-04	3.8545e-02	5.9300e-01	8.9100e-01	5.4200e-01	7.0600e-01	1.3000e-02	1.8300e-01		2.0457e+00	2.1572e+00	4.5380e+00	883	0	0	2	7.9773e-06	3.9970e-06	125736	2	0	125738	7.9531e-06	7.9531e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.8363e-06	0.0000e+00	3.2686e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.7909e-06	0.0000e+00	3.2663e-05	protein_coding	ENSG00000112130	2	1455	8	protein_coding	40767	9.9589e-01	1	2.0363e+01	4.9108e-02	NA	6	37321748	37362514
MAP3K4	ENST00000392142	653	8.9496e+02	7.2964e-01	4.8510e-05	10583	153	3.5308e+02	4.3333e-01	4230	343	3.2819e+02	1.0451e+00	1.8761e-05	3043	9	4.7883e-06	998	8.5192e+01	1.0000e+00	4.4070e-25	7.2473e-08	1.0564e-01	9.5600e-01	1.1430e+00	6.8300e-01	7.7800e-01	6.3000e-02	1.8400e-01		-6.4265e-01	2.8742e+00	7.6494e+00	900	0	0	19	1.3635e-04	4.3870e-05	125715	33	0	125748	1.3122e-04	2.1653e-03	0.0000e+00	2.8957e-05	0.0000e+00	2.2228e-04	9.2426e-05	2.1220e-04	1.6345e-04	6.5462e-05	0.0000e+00	2.8909e-05	0.0000e+00	2.1749e-04	9.2392e-05	2.0218e-04	1.6288e-04	6.5327e-05	protein_coding	ENSG00000085511	2	4824	27	protein_coding	125659	9.9999e-01	6	5.9078e+01	1.0156e-01	NA	6	161412759	161538417
PRRC2A	ENST00000376033	1323	1.3043e+03	1.0144e+00	8.4504e-05	13500	7	1.2854e+01	5.4458e-01	120	514	5.0151e+02	1.0249e+00	2.9462e-05	4894	13	7.9937e-06	1026	1.1099e+02	1.0000e+00	4.3729e-31	3.4282e-09	1.1713e-01	9.5300e-01	1.1020e+00	9.6900e-01	1.0610e+00	7.5000e-02	1.8600e-01		-4.3834e-01	-1.8436e-01	8.6189e+00	922	0	0	23	2.4417e-04	1.1872e-04	125689	59	0	125748	2.3462e-04	6.9222e-03	6.9483e-05	1.1769e-04	0.0000e+00	1.6986e-03	9.4242e-05	1.5159e-04	1.6329e-04	1.3409e-04	6.1518e-05	1.1564e-04	0.0000e+00	1.6868e-03	9.2392e-05	1.4064e-04	1.6288e-04	1.3066e-04	protein_coding	ENSG00000204469	2	6471	30	protein_coding	17052	1.0000e+00	5	9.1225e+01	5.4809e-02	NA	6	31588497	31605548
JARID2	ENST00000341776	575	7.8710e+02	7.3053e-01	5.0967e-05	8125	117	2.4377e+02	4.7996e-01	2466	383	3.3382e+02	1.1473e+00	2.4144e-05	2482	5	2.9053e-06	654	5.5923e+01	9.9999e-01	1.0520e-17	5.6178e-06	8.9409e-02	1.0550e+00	1.2490e+00	6.8100e-01	7.8300e-01	4.6000e-02	1.8800e-01		-2.1161e+00	2.6866e+00	6.3101e+00	943	0	0	10	3.9900e-05	4.0161e-06	125739	9	0	125748	3.5786e-05	1.6104e-04	0.0000e+00	2.8922e-05	0.0000e+00	0.0000e+00	0.0000e+00	6.1728e-05	3.2765e-04	0.0000e+00	0.0000e+00	2.8909e-05	0.0000e+00	0.0000e+00	0.0000e+00	6.1530e-05	1.6288e-04	0.0000e+00	protein_coding	ENSG00000008083	2	3738	18	protein_coding	275726	9.9986e-01	3	3.8269e+01	7.8392e-02	NA	6	15246527	15522252
PPARD	ENST00000311565	163	2.7976e+02	5.8265e-01	1.8518e-05	2912	51	1.1874e+02	4.2950e-01	1211	105	1.1470e+02	9.1542e-01	7.8528e-06	848	0	6.6751e-07	199	1.5691e+01	9.9497e-01	4.8329e-07	5.0250e-03	0.0000e+00	7.8100e-01	1.0770e+00	5.1200e-01	6.6300e-01	0.0000e+00	1.9000e-01		7.1207e-01	2.4806e+00	3.6706e+00	968	0	0	6	3.6854e-05	1.6185e-05	125738	9	0	125747	3.5787e-05	1.6104e-04	6.2352e-05	1.4581e-04	0.0000e+00	0.0000e+00	0.0000e+00	2.8069e-05	0.0000e+00	0.0000e+00	6.1518e-05	1.4455e-04	0.0000e+00	0.0000e+00	0.0000e+00	2.6369e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000112033	2	1323	6	protein_coding	85634	9.6687e-01	0	1.0297e+01	0.0000e+00	NA	6	35310335	35395968
ESR1	ENST00000440973	258	3.4187e+02	7.5466e-01	1.9254e-05	3869	39	1.1913e+02	3.2737e-01	1394	160	1.4125e+02	1.1328e+00	8.0748e-06	1176	1	1.4119e-06	277	2.5023e+01	9.9920e-01	1.1080e-09	8.0059e-04	3.9964e-02	9.9500e-01	1.2920e+00	6.8100e-01	8.3700e-01	1.3000e-02	1.9000e-01		-1.2403e+00	1.6120e+00	4.4501e+00	970	0	0	1	7.9557e-06	7.9557e-06	125694	2	0	125696	7.9557e-06	7.9558e-06	0.0000e+00	0.0000e+00	9.9246e-05	0.0000e+00	0.0000e+00	8.7965e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.9251e-05	0.0000e+00	0.0000e+00	8.7965e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000091831	3	1785	8	protein_coding	472929	9.8717e-01	1	1.7294e+01	5.7825e-02	NA	6	151977826	152450754
SNAP91	ENST00000439399	327	4.5677e+02	7.1590e-01	2.2001e-05	5772	96	1.2264e+02	7.8276e-01	1495	153	1.7231e+02	8.8793e-01	9.8471e-06	1921	3	1.8546e-06	543	4.0181e+01	9.9993e-01	1.4084e-13	7.4811e-05	7.4662e-02	7.7800e-01	1.0150e+00	6.5300e-01	7.8500e-01	3.3000e-02	1.9300e-01		1.1564e+00	2.1577e+00	5.4354e+00	1005	0	0	4	2.5174e-05	1.2213e-05	124632	6	0	124638	2.4070e-05	7.2211e-05	8.4118e-05	0.0000e+00	0.0000e+00	0.0000e+00	1.3973e-04	0.0000e+00	0.0000e+00	6.6106e-05	6.4585e-05	0.0000e+00	0.0000e+00	0.0000e+00	1.3923e-04	0.0000e+00	0.0000e+00	6.5357e-05	protein_coding	ENSG00000065609	2	2721	28	protein_coding	156812	9.7435e-01	3	2.4226e+01	1.2384e-01	NA	6	84262599	84419410
TBX18	ENST00000369663	336	3.4115e+02	9.8491e-01	1.7656e-05	3881	137	1.6374e+02	8.3670e-01	1852	123	1.4392e+02	8.5462e-01	8.0331e-06	1282	1	1.3808e-06	272	2.4565e+01	9.9905e-01	1.6809e-09	9.4992e-04	4.0708e-02	7.3700e-01	9.9300e-01	9.0000e-01	1.0780e+00	1.3000e-02	1.9300e-01		1.3710e+00	9.9027e-02	4.4058e+00	1016	0	0	3	1.1949e-05	3.9841e-06	125718	3	0	125721	1.1931e-05	1.7897e-05	6.1516e-05	2.8917e-05	0.0000e+00	0.0000e+00	0.0000e+00	8.8182e-06	0.0000e+00	0.0000e+00	6.1518e-05	2.8909e-05	0.0000e+00	0.0000e+00	0.0000e+00	8.7934e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000112837	2	1821	8	protein_coding	77169	9.9747e-01	0	1.7252e+01	0.0000e+00	NA	6	85397069	85474237
TNFAIP3	ENST00000237289	387	4.7616e+02	8.1275e-01	2.8219e-05	5249	107	1.8973e+02	5.6395e-01	2191	157	1.8378e+02	8.5429e-01	1.1769e-05	1498	2	1.7355e-06	373	3.2203e+01	9.9972e-01	1.7967e-11	2.8414e-04	6.2106e-02	7.4900e-01	9.7500e-01	7.4700e-01	8.8400e-01	2.4000e-02	1.9600e-01		1.5527e+00	1.4520e+00	4.9320e+00	1052	0	0	4	1.9948e-05	7.9568e-06	125742	4	0	125746	1.5905e-05	3.1811e-05	0.0000e+00	5.7860e-05	0.0000e+00	0.0000e+00	9.2507e-05	8.8862e-06	0.0000e+00	0.0000e+00	0.0000e+00	5.7819e-05	0.0000e+00	0.0000e+00	4.6203e-05	8.7897e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000118503	2	2370	8	protein_coding	16099	9.9967e-01	0	2.2679e+01	0.0000e+00	NA	6	138188351	138204449
PACSIN1	ENST00000538621	140	2.5923e+02	5.4006e-01	1.5078e-05	2936	29	7.8896e+01	3.6757e-01	901	89	1.0326e+02	8.6194e-01	6.6947e-06	770	1	1.0331e-06	285	2.4093e+01	9.9887e-01	2.5823e-09	1.1329e-03	4.1505e-02	7.2500e-01	1.0280e+00	4.7000e-01	6.2100e-01	1.4000e-02	1.9700e-01		1.1028e+00	2.6315e+00	4.3597e+00	1061	0	0	3	1.2000e-05	4.0069e-06	125707	3	0	125710	1.1932e-05	1.7899e-05	6.1584e-05	2.9007e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.2684e-05	6.1518e-05	2.8921e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.2663e-05	protein_coding	ENSG00000124507	2	1332	9	protein_coding	69091	9.9134e-01	0	1.3947e+01	0.0000e+00	NA	6	34433916	34503006
PHF1	ENST00000374516	248	3.4148e+02	7.2625e-01	2.0207e-05	3608	32	9.7530e+01	3.2810e-01	1074	122	1.2318e+02	9.9042e-01	6.0717e-06	1209	2	1.5808e-06	349	3.1027e+01	9.9956e-01	5.2441e-11	4.4103e-04	6.4460e-02	8.5400e-01	1.1510e+00	6.5400e-01	8.0700e-01	2.5000e-02	2.0300e-01		8.3592e-02	1.7976e+00	4.8289e+00	1112	0	0	4	1.6072e-05	4.1389e-06	125744	4	0	125748	1.5905e-05	3.1810e-05	0.0000e+00	2.8908e-05	0.0000e+00	5.4549e-05	4.6211e-05	0.0000e+00	0.0000e+00	3.2663e-05	0.0000e+00	2.8909e-05	0.0000e+00	5.4367e-05	4.6195e-05	0.0000e+00	0.0000e+00	3.2663e-05	protein_coding	ENSG00000112511	2	1701	14	protein_coding	6055	9.9956e-01	0	2.1929e+01	0.0000e+00	NA	6	33378176	33384230
KIAA1244	ENST00000251691	984	1.2309e+03	7.9942e-01	7.3122e-05	14155	310	4.4444e+02	6.9751e-01	5096	486	5.2583e+02	9.2426e-01	3.5585e-05	4305	12	5.0239e-06	1100	9.5882e+01	1.0000e+00	3.6861e-26	1.8725e-07	1.2515e-01	8.5700e-01	9.9600e-01	7.5800e-01	8.4300e-01	7.9000e-02	2.0300e-01		1.3652e+00	2.5007e+00	7.9382e+00	1114	0	0	24	1.1769e-04	2.3916e-05	125564	29	0	125593	1.1546e-04	1.6743e-03	1.9612e-04	8.6839e-05	1.9895e-04	1.6332e-04	4.7308e-05	7.2782e-05	0.0000e+00	2.9658e-04	1.8459e-04	8.6729e-05	1.9863e-04	1.6313e-04	4.6225e-05	7.0488e-05	0.0000e+00	2.9401e-04	protein_coding	ENSG00000112379	2	6531	34	protein_coding	182743	9.8742e-01	11	6.1441e+01	1.7903e-01	NA	6	138483058	138665800
SYNCRIP	ENST00000369622	163	3.4911e+02	4.6690e-01	1.8819e-05	4066	29	1.1897e+02	2.4375e-01	1563	128	1.1587e+02	1.1047e+00	6.1988e-06	1182	2	1.5797e-06	389	3.0149e+01	9.9939e-01	1.1673e-10	6.1248e-04	6.6338e-02	9.5600e-01	1.2790e+00	4.1000e-01	5.3200e-01	2.6000e-02	2.0900e-01		-8.8566e-01	3.5396e+00	4.7505e+00	1170	0	0	5	2.3918e-05	8.0037e-06	125739	6	0	125745	2.3858e-05	7.1575e-05	0.0000e+00	2.8912e-05	0.0000e+00	1.0896e-04	0.0000e+00	1.7599e-05	1.6442e-04	0.0000e+00	0.0000e+00	2.8909e-05	0.0000e+00	1.0874e-04	0.0000e+00	1.7580e-05	1.6293e-04	0.0000e+00	protein_coding	ENSG00000135316	2	1869	10	protein_coding	35458	9.9938e-01	0	2.1013e+01	0.0000e+00	NA	6	86318053	86353510
MAP3K7	ENST00000369329	195	3.3945e+02	5.7446e-01	1.8207e-05	3972	36	1.1435e+02	3.1482e-01	1337	109	1.1251e+02	9.6877e-01	5.8255e-06	1113	3	1.7662e-06	441	3.6545e+01	9.9971e-01	3.8651e-12	2.9137e-04	8.2090e-02	8.2900e-01	1.1360e+00	5.1000e-01	6.4700e-01	3.6000e-02	2.1200e-01		2.6044e-01	2.7860e+00	5.1420e+00	1204	0	0	6	4.2474e-05	1.7533e-05	125729	10	0	125739	3.9766e-05	1.9883e-04	0.0000e+00	0.0000e+00	0.0000e+00	1.1545e-04	0.0000e+00	5.5722e-05	0.0000e+00	6.9701e-05	0.0000e+00	0.0000e+00	0.0000e+00	1.0874e-04	0.0000e+00	5.2744e-05	0.0000e+00	6.5327e-05	protein_coding	ENSG00000135341	2	1818	17	protein_coding	73473	9.9834e-01	2	2.7195e+01	7.3542e-02	NA	6	91223292	91296764
IGF2R	ENST00000356956	1203	1.4222e+03	8.4588e-01	8.3455e-05	16329	347	5.0396e+02	6.8855e-01	5625	647	6.0539e+02	1.0687e+00	4.3218e-05	4796	17	5.9166e-06	1464	1.2004e+02	1.0000e+00	1.8256e-30	8.4991e-08	1.4162e-01	1.0010e+00	1.1400e+00	8.0600e-01	8.8700e-01	9.6000e-02	2.1200e-01		-1.3294e+00	2.0655e+00	8.7149e+00	1207	0	0	28	1.2363e-04	8.0232e-06	125717	31	0	125748	1.2327e-04	1.9108e-03	0.0000e+00	2.3228e-04	0.0000e+00	1.6320e-04	4.6249e-05	1.3229e-04	1.6437e-04	9.7990e-05	0.0000e+00	2.3129e-04	0.0000e+00	1.6311e-04	4.6195e-05	1.3185e-04	1.6288e-04	9.7993e-05	protein_coding	ENSG00000197081	2	7473	48	protein_coding	144409	1.0000e+00	10	8.2889e+01	1.2064e-01	NA	6	160390131	160534539
HSP90AB1	ENST00000371554	289	4.0513e+02	7.1336e-01	2.2879e-05	4829	72	1.5397e+02	4.6762e-01	1905	220	1.4299e+02	1.5385e+00	7.4753e-06	1313	2	1.5154e-06	401	2.9553e+01	9.9923e-01	2.0073e-10	7.6508e-04	6.7674e-02	1.3780e+00	1.7200e+00	6.4700e-01	7.8600e-01	2.7000e-02	2.1300e-01	syn_outlier	-5.0622e+00	2.0502e+00	4.6967e+00	1214	0	0	7	2.7957e-05	4.0320e-06	125741	7	0	125748	2.7834e-05	9.7420e-05	6.4325e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.2983e-05	0.0000e+00	0.0000e+00	6.1518e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.2739e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000096384	2	2172	11	protein_coding	6797	9.9530e-01	1	2.0001e+01	4.9998e-02	NA	6	44214824	44221620
PDE10A	ENST00000539869	222	4.4511e+02	4.9875e-01	2.4090e-05	5200	54	1.6610e+02	3.2511e-01	1936	156	1.6015e+02	9.7410e-01	9.0128e-06	1462	4	1.9991e-06	547	4.2969e+01	9.9986e-01	1.2486e-13	1.3720e-04	9.3091e-02	8.5400e-01	1.1120e+00	4.4600e-01	5.5700e-01	4.5000e-02	2.1300e-01		2.5766e-01	3.7580e+00	5.5088e+00	1215	0	0	8	3.6030e-05	7.9561e-06	125739	9	0	125748	3.5786e-05	1.6104e-04	6.1516e-05	2.8939e-05	0.0000e+00	5.4389e-05	9.2584e-05	1.7606e-05	3.3563e-04	0.0000e+00	6.1518e-05	2.8909e-05	0.0000e+00	5.4367e-05	9.2392e-05	1.7579e-05	3.2579e-04	0.0000e+00	protein_coding	ENSG00000112541	2	2367	22	protein_coding	659316	9.9849e-01	3	3.1856e+01	9.4174e-02	NA	6	165740776	166400091
UBR2	ENST00000372899	651	9.1940e+02	7.0807e-01	4.6818e-05	11595	115	2.1597e+02	5.3247e-01	2585	306	3.1165e+02	9.8186e-01	1.6041e-05	3123	15	5.5834e-06	1347	1.0864e+02	1.0000e+00	4.6773e-28	2.2307e-07	1.3807e-01	8.9300e-01	1.0790e+00	6.6300e-01	7.5500e-01	9.1000e-02	2.1300e-01		2.5168e-01	3.1456e+00	8.3251e+00	1223	0	0	31	1.4187e-04	8.6567e-06	125714	34	0	125748	1.3520e-04	2.2986e-03	6.2869e-05	1.1756e-04	2.0149e-04	1.0993e-04	4.6279e-05	2.2282e-04	0.0000e+00	0.0000e+00	6.1518e-05	1.1564e-04	1.9843e-04	1.0874e-04	4.6195e-05	2.1097e-04	0.0000e+00	0.0000e+00	protein_coding	ENSG00000024048	2	5265	47	protein_coding	129443	1.0000e+00	8	7.9159e+01	1.0106e-01	NA	6	42531800	42661242
